target_site,model,pair,split_index,refit_index,split_seed,seed_a,seed_b,n_train_pool,n_id,n_target,n_explanation,source_explanation_positive,target_explanation_positive,target_prevalence,id_auroc,target_auroc,delta_auroc,null_abs_delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,id_brier,target_brier,mean_abs_probability_refit_change,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,feature_domain_auc,explanation_domain_auc,shap_permutation_tau_id,shap_permutation_tau_target,max_additivity_error,silent_explanation_shift
Hungary,logistic,3,0,3,21260729,30261040,30261041,438,188,294,66,43,24,0.3605442176870748,0.868976651763537,0.8655158570855078,-0.0034607946780291,0.0122950819672131,0.8985036384263162,0.8206588422473268,0.429982497077963,0.4398137288115789,0.1317096870454713,0.1407640840090741,0.0653243215423138,0.0386166584766667,0.0073333045477014,0.0163779906708286,0.0222386678058381,0.1610617824911768,0.0519216416551461,0.014997617548371,0.0322152640138266,0.0197063776413195,0.0433168637181044,0.0337694213789455,0.0095474423391589,0.0210703646613625,0.0827729186489297,0.0377874867619359,0.0266430412657172,33,61,0.3605442176870748,target_prevalence,0.0604575245228933,0.0181861139912667,0.0422714105316265,0.0322550391687323,-0.0200327427257884,0.0941964640260541,0.2082063216158561,-0.114009857589802,0.8205128205128204,0.5384615384615383,0.6666666666666666,0.4285714285714285,0.6427749544881691,0.4951106583446583,4.683631763956838,4.214499668286954,-0.4691320956698845,,,,,1.7763568394002505e-15,True
Hungary,lightgbm,3,0,3,21260729,31261040,31261041,438,188,294,66,43,24,0.3605442176870748,0.8165673124689519,0.8312926535527901,0.0147253410838382,0.0053402881271732,0.8424333222395454,0.7656768074071453,0.5023781860625623,0.5414934276025527,0.1498828922531574,0.1765206306598618,0.1340920994111822,0.0589416284921984,0.0197570271999419,0.0249483019655794,0.033993326526619,0.2452384954778444,0.0481405732894344,-0.004493413775757,0.0198577391229854,0.028282834166449,0.0480029181069801,0.0202016069737788,0.0278013111332013,0.0476470290986837,0.0486341174801851,0.021090631173391,0.0186248470725798,33,61,0.3605442176870748,target_prevalence,0.0893871730890258,0.0383801167559323,0.0510070563330935,0.0425001914298563,-0.0170137298064744,0.0834737418163139,0.2216653223267656,-0.1381915805104516,0.8974358974358972,0.6923076923076922,1.0,0.6666666666666666,0.8733163465097067,0.8470514394206983,4.511062792581372,4.907544639796665,0.3964818472152931,,,,,8.881784197001252e-15,False
Switzerland,logistic,3,0,3,22260729,40261040,40261041,557,240,123,83,41,78,0.934959349593496,0.8977012292520314,0.6673913043478261,-0.2303099249042053,0.0175706646294881,0.8877314163097186,0.9576123578540018,0.408041465894301,0.7845547321070113,0.1259640018273328,0.2650590332125962,0.0617966449867401,0.0270095128503081,0.0114018407434614,0.0088306171818763,0.0181788956684317,0.1859152194557835,0.0074184145794787,-0.0053857356344511,0.0155779347456533,-0.0081595201661746,0.0418458305010155,0.0294692808593098,0.0123765496417057,-0.0321570261527551,0.0469938553117126,-0.0003906220018208,0.0315464914931276,8,59,0.934959349593496,target_prevalence,0.0397521901714371,0.0191040870594895,0.0206481031119476,0.0194134993901897,-0.0024692074435158,0.0879528934206472,0.2471467658409228,-0.1591938724202755,0.8717948717948716,0.6410256410256409,0.6666666666666666,0.6666666666666666,0.4896444121007607,0.7534074504514189,4.518600847143435,4.158817777819982,-0.3597830693234529,,,,,1.7763568394002505e-15,False
Switzerland,lightgbm,3,0,3,22260729,41261040,41261041,557,240,123,83,41,78,0.934959349593496,0.8671435516355304,0.7358695652173913,-0.131273986418139,0.0113202305715672,0.8427546948613382,0.97111803899378,0.4798138285945203,0.6502051940225327,0.1484128677110794,0.224741727457387,0.1074110920826635,0.0551341376103635,0.0466703913418138,0.0567491168341358,-0.0016149792237722,0.2093650189318559,0.032959184759522,0.0102774083243833,0.0245236575063974,0.0084355272531246,0.0391296328129747,0.0162941390639176,0.0228354937490571,0.0258660528849923,0.0400523166340517,0.0339837581458836,0.0150635568669112,8,59,0.934959349593496,target_prevalence,0.0649752509803074,0.0481254799267927,0.0168497710535147,0.0076173959148712,-0.018464750277287,0.1147788071122629,0.1257028711755524,-0.0109240640632894,0.6923076923076922,0.6923076923076922,1.0,0.6666666666666666,0.54244621910298,0.2574431181716889,4.659152249194467,4.4908643457376485,-0.1682879034568181,,,,,8.437694987151191e-15,False
VA Long Beach,logistic,3,0,3,23260729,50261040,50261041,504,216,200,87,44,65,0.745,0.8829632170110606,0.7018028687985262,-0.1811603482125344,0.0061733687730429,0.8840686743100681,0.8548033274571063,0.4458396760290138,0.6338942609198162,0.1383446181590274,0.2058277466764935,0.0609159238389385,0.0472244790550663,0.0012766531438519,0.008480881792281,0.0387435972627853,0.150764070394205,0.0463212102197513,-0.0074344720997432,0.0044954299374815,0.0418257802822698,0.0363682602858574,0.0018202783652542,0.0345479819206031,0.0666333529419838,0.0260090674975189,0.0099549229420268,-0.0009640630670638,51,54,0.745,target_prevalence,0.0435846843701236,0.0066641315004304,0.0369205528696932,0.0378320750662392,0.0018230443930921,0.1158856198270645,0.1847511252011968,-0.0688655053741323,0.8205128205128204,0.6923076923076922,1.0,0.6666666666666666,0.2648907828958851,0.3631290092274218,4.979517873380853,4.44741735278507,-0.5321005205957832,,,,,1.7763568394002505e-15,False
VA Long Beach,lightgbm,3,0,3,23260729,51261040,51261041,504,216,200,87,44,65,0.745,0.8851924890679929,0.6729832872746414,-0.2122092017933514,0.0047157678127411,0.8995935650658508,0.810698122529137,0.4800907092577177,0.7666734830757294,0.147212688321514,0.2326659333478057,0.0866311985490505,0.0207745023332176,-0.0010179741308485,0.0030646748608166,0.017709827472401,0.1637343480269471,0.0506851363909179,-0.0083901941172451,-0.005903773979412,0.05658891037033,0.0443668493968194,-0.0066077407148668,0.0509745901116863,0.0635795996441801,0.0377906731376557,-0.0044671071723614,-0.0073404407864626,51,54,0.745,target_prevalence,0.022836623225462,0.0054451165496278,0.0173915066758342,0.0175506670741176,0.0003183207965667,0.0791053762206173,0.1126723334961462,-0.0335669572755289,0.8717948717948716,0.7435897435897434,0.6666666666666666,0.6666666666666666,0.6642510836056518,0.7735991546145898,5.960506224200594,5.750871630349909,-0.2096345938506845,,,,,1.0658141036401504e-14,False
Cleveland,logistic,4,1,0,20270729,20270740,20270741,431,186,303,79,48,36,0.4587458745874587,0.859073359073359,0.7379803474293735,-0.1210930116439855,0.0180984555984556,0.8600871736466085,0.7002654822447714,0.4661673722336411,0.7089238319234558,0.1424539484087622,0.2343971747746643,0.104501012709376,0.0528752660155068,-0.0066637662434329,0.0040614254319755,0.0488138405835313,0.2101465056351369,0.0645251015092606,-0.0005649878560926,0.0160902027698345,0.048434898739426,0.0641075711873711,0.0164401318370877,0.0476674393502834,0.0594646340079606,0.0695855690105605,0.0203313430649436,0.0118490624747255,37,56,0.4587458745874587,target_prevalence,0.0781322903773101,0.0049004591516372,0.0732318312256729,0.0610228359046021,-0.0244179906421415,0.2307312797678556,0.2668025687588158,-0.0360712889909601,0.6410256410256409,0.4871794871794871,0.4285714285714285,0.6666666666666666,0.6600794443042683,0.804375263748859,4.379054226285837,4.938182112828533,0.5591278865426954,0.9713020833333332,0.96375,0.8974358974358972,0.3846153846153845,1.7763568394002505e-15,False
Cleveland,lightgbm,4,1,0,20270729,21270740,21270741,431,186,303,79,48,36,0.4587458745874587,0.8468870656370656,0.8391823126864362,-0.0077047529506294,0.0089285714285715,0.8480901810224712,0.8245913728232109,0.4783568975916064,0.5133512806841698,0.1414228918126821,0.1711424358170079,0.0996439302628533,0.0150539009852751,0.0063704606883639,0.0049701982556694,0.0100837027296056,0.2024076421877073,0.027247789634232,0.0030321065499139,0.0110431637073856,0.0162046259268464,0.0274320139517937,0.0114237449442612,0.0160082690075324,0.0294805883630795,0.0250149909053845,0.0156558082983183,0.0064305191164528,37,56,0.4587458745874587,target_prevalence,0.0286223412892845,0.009633542891126,0.0189887983981584,0.014536250563882,-0.0089050956685527,0.1217790368193671,0.1403244623781948,-0.0185454255588276,0.7948717948717947,0.769230769230769,0.6666666666666666,0.6666666666666666,0.8119016000285562,0.9872335315404542,4.482912754596916,4.469393975227033,-0.0135187793698836,0.94390625,0.8153645833333334,0.0769230769230769,0.4358974358974358,1.0658141036401504e-14,True
Hungary,logistic,4,1,0,21270729,30270740,30270741,438,188,294,66,43,24,0.3605442176870748,0.8361897665176354,0.8696808510638299,0.0334910845461944,0.003725782414307,0.867493089929702,0.7985351846174957,0.5047218568089493,0.4382030627532449,0.1532805998182279,0.1377869864437648,0.0627698579009226,0.0621753554237731,0.0138471493591959,0.0191002743719729,0.0430750810518001,0.1452574387409502,0.0662741031785205,-0.0040933852856743,0.0032029780270176,0.0630711251515029,0.0656735867628077,0.0024636189436775,0.0632099678191301,0.0641210321270624,0.0684271742299786,0.0005521052160179,0.0058538508380172,33,61,0.3605442176870748,target_prevalence,0.0435314418512177,0.0195780674317207,0.0239533744194969,0.0335142277356485,0.0191217066323031,0.1169947185539725,0.2057271050585391,-0.0887323865045666,0.6923076923076922,0.3589743589743589,0.4285714285714285,0.25,0.6165892439800247,0.2610583067443298,5.028801478617772,4.901016451567573,-0.1277850270501987,0.9032967032967032,0.9023668639053256,0.282051282051282,0.4615384615384614,1.7763568394002505e-15,False
Hungary,lightgbm,4,1,0,21270729,31270740,31270741,438,188,294,66,43,24,0.3605442176870748,0.8108544461003477,0.8814231232436772,0.0705686771433294,0.0259562841530054,0.8707152790209305,0.7968285052520893,0.5610917679124324,0.4351999025944136,0.1725471157465717,0.133479333959059,0.1246016343624602,0.0392549080443606,0.003702074293543,0.0054290902024946,0.033825817841866,0.2573386285434433,0.0281659900998527,-0.0041177503372153,0.0188493229922502,0.0093166671076024,0.0266460310686079,0.0183382712379715,0.0083077598306364,0.0227163808902678,0.0336155993094376,0.0170170154830071,0.0206816305014934,33,61,0.3605442176870748,target_prevalence,0.0887499353760816,0.0230848624723062,0.0656650729037754,0.0497454453728207,-0.0318392550619094,0.101941658271987,0.2119249345677617,-0.1099832762957747,0.6923076923076922,0.5128205128205127,0.4285714285714285,0.4285714285714285,0.6063169424283312,0.5911284315006171,4.959528974747777,5.178996744343714,0.219467769595937,0.9290786136939984,0.8715976331360947,0.2564102564102563,0.4358974358974358,8.881784197001252e-15,False
Switzerland,logistic,4,1,0,22270729,40270740,40270741,557,240,123,83,41,78,0.934959349593496,0.8941593166192097,0.741304347826087,-0.1528549687931226,0.0104868393638447,0.8869732916093006,0.9688334066953024,0.4158614344568506,0.6116556058672968,0.1267873193643318,0.2033007470351752,0.0764194777102587,0.0480434759941414,0.0307822191161321,0.0383658113973223,0.0096776645968191,0.1894404881957949,0.0261275339987872,-0.0094041143301183,0.007795326633146,0.0183322073656412,0.0577489946204549,0.0159296744703288,0.0418193201501261,-0.0102223693326625,0.062477437330237,-0.0015553722824939,0.017146025548786,8,59,0.934959349593496,target_prevalence,0.0955232621047071,0.0335922287533531,0.061931033351354,0.0358043489740865,-0.0522533687545349,0.1225562958823513,0.1956733414710229,-0.0731170455886716,0.8717948717948716,0.6153846153846153,0.6666666666666666,0.6666666666666666,0.5217270407054095,0.6306709148814207,3.801765181749681,3.860343547695341,0.0585783659456602,0.9882352941176472,0.9985294117647058,0.6153846153846153,-0.1025641025641025,1.3322676295501878e-15,False
Switzerland,lightgbm,4,1,0,22270729,41270740,41270741,557,240,123,83,41,78,0.934959349593496,0.8672130009028404,0.8347826086956522,-0.0324303922071881,0.0022223765539273,0.8577791633672948,0.9747807270279184,0.4898011278570611,0.4486928366796716,0.1510812503783986,0.1409718964340023,0.1178118169103021,0.0592892741489025,0.0387968418344515,0.0402554902043468,0.0190337839445556,0.2307958311337114,0.0330287453289413,-0.0186020451227945,-0.0102847504655851,0.0433134957945264,0.0631051383642167,0.0024770866628092,0.0606280517014075,-0.0015450522723565,0.0676025429302392,-0.0249548996879449,0.0043853987567747,8,59,0.934959349593496,target_prevalence,0.0532847573499746,0.0537557091957907,-0.000470951845816,0.0092814160493698,0.0195047357903717,0.0772505633003585,0.1762325877890676,-0.098982024488709,0.846153846153846,0.4871794871794871,0.6666666666666666,0.4285714285714285,0.8011118654664745,0.6908709399978641,4.905683196904107,4.862676354887221,-0.0430068420168856,0.9640138408304498,0.8846885813148789,0.3076923076923076,-0.0256410256410256,9.707512571566213e-15,False
VA Long Beach,logistic,4,1,0,23270729,50270740,50270741,504,216,200,87,44,65,0.745,0.8674440538454943,0.7123305698118174,-0.1551134840336768,0.0069450398696733,0.8687844118342178,0.8506212644809575,0.4842224703064339,0.5836984004812861,0.147759995524053,0.1877750574328202,0.0709166401384155,0.0545858618325709,0.0105354317845139,0.0074146584260973,0.0471712034064735,0.1378760101264667,0.0491358637164366,0.000180873097262,0.003774387100055,0.0453614766163816,0.0402193661204614,0.0045845829407491,0.0356347831797123,0.0673327975857738,0.0309389298470994,0.0021209262006792,0.0054278479994307,51,54,0.745,target_prevalence,0.0501868573507876,0.0192733649476929,0.0309134924030947,0.0390423479047841,0.0162577110033788,0.1444305692036185,0.1304663948176764,0.0139641743859421,0.6923076923076922,0.7179487179487178,0.6666666666666666,0.6666666666666666,0.4442020111508235,0.5547957545838171,5.245140379308654,4.864602039956764,-0.3805383393518902,0.8844675124951943,0.8703191080353709,0.5384615384615383,0.2051282051282051,2.664535259100376e-15,False
VA Long Beach,lightgbm,4,1,0,23270729,51270740,51270741,504,216,200,87,44,65,0.745,0.8524393380776816,0.6743650480326357,-0.1780742900450458,0.0328388922232701,0.8493065024908498,0.8174797199465347,0.5844438690778987,0.9247225754917456,0.1712231419844963,0.2655935869082486,0.1347313479972633,0.0440113790624212,0.0260004145435838,0.0406980269904804,0.0033133520719408,0.2303725489559984,0.0320119836052882,0.0078151605598493,0.0405169031901126,-0.0085049195848243,0.0217572998682781,0.0419569650386696,-0.0201996651703915,0.0529399095991865,0.0110840576113899,0.0375780014583636,0.0434558049218616,51,54,0.745,target_prevalence,0.0385743839282132,0.0282560708300916,0.0103183130981216,0.0068158325850312,-0.0070049610261808,0.0597720951570177,0.2035395983933844,-0.1437675032363667,0.8717948717948716,0.6153846153846153,1.0,0.6666666666666666,0.1285213531859325,0.2733707588622139,5.765769667697665,5.827489962014877,0.0617202943172117,0.8456362937331795,0.8609381007304883,0.0769230769230769,-0.5548502571494472,9.769962616701378e-15,False
Cleveland,logistic,5,1,1,20270729,20270840,20270841,431,186,303,79,48,36,0.4587458745874587,0.8804295366795366,0.8044393753290051,-0.0759901613505315,0.0166505791505791,0.8848196832710249,0.7952789422562871,0.4522671155817853,0.5924605293422056,0.1263083938921898,0.1962874810589006,0.0913150023736393,0.059087519836801,0.0256274607142542,0.0398838859105147,0.0192036339262863,0.2097757735778337,0.0911594091679718,-0.0031340350848442,0.0206509779476311,0.0705084312203406,0.0904306996063294,0.0205975990033412,0.0698331006029881,0.0823274492808665,0.0999913690550771,0.020004025142838,0.0212979307524242,37,56,0.4587458745874587,target_prevalence,0.0568346578383229,0.0258026098271155,0.0310320480112073,0.0251178409687468,-0.011828414084921,0.1690325804720742,0.2810327511771965,-0.1120001707051222,0.7435897435897434,0.5384615384615383,1.0,0.6666666666666666,0.492701425288458,0.5085725154084312,4.663723145635293,4.630884521029446,-0.0328386246058469,,,,,2.220446049250313e-15,False
Cleveland,lightgbm,5,1,1,20270729,21270840,21270841,431,186,303,79,48,36,0.4587458745874587,0.8654681467181466,0.8305404456922266,-0.03492770102592,0.0211148648648649,0.8687231198261556,0.8219203254628074,0.5110096611365085,0.571219106190063,0.1512797489299098,0.1829697791142266,0.1185650483646002,0.0623234057477756,0.0369408014866821,0.0701324157113069,-0.0078090099635312,0.2860975214831672,0.0366348648361107,-0.0017800847562998,0.0146404956707451,0.0219943691653656,0.0358406171912585,0.0145726484652995,0.0212679687259589,0.0270085833805018,0.0462611462917197,0.0138181875407448,0.0154628038007454,37,56,0.4587458745874587,target_prevalence,0.0407116721363114,0.0139563660922532,0.0267553060440581,0.0094731480402634,-0.0345643160075894,0.1259514278861346,0.222290057051528,-0.0963386291653934,0.948051948051948,0.7871131554910763,1.0,1.0,0.5362128135390707,0.2819230908422313,4.6247863178990976,4.35920633515164,-0.2655799827474574,,,,,9.769962616701378e-15,False
Hungary,logistic,5,1,1,21270729,30270840,30270841,438,188,294,66,43,24,0.3605442176870748,0.832588176850472,0.8863408269771176,0.0537526501266455,0.0017386984600098,0.8832935578240554,0.833122456129062,0.4757672427126159,0.4550855531491485,0.1487811141492334,0.1471967935315653,0.0959170158821615,0.049702704437875,-0.0004637463589097,0.0076413104300253,0.0420613940078496,0.2168537332753955,0.0802243082020873,-0.0043986625726051,0.008471736237064,0.0717525719650232,0.0831641852439616,0.0086429077346026,0.0745212775093589,0.090764842961978,0.0696837734421966,0.0090854486794585,0.0078580237946696,33,61,0.3605442176870748,target_prevalence,0.0525796513055794,0.01041948413619,0.0421601671693893,0.0421107805886195,-9.877316153966698e-05,0.0879576693965782,0.2206746952967257,-0.1327170259001474,0.769230769230769,0.4102564102564102,0.6666666666666666,0.6666666666666666,0.7685581883935979,0.2930926366073824,4.133734636566956,4.279988487359859,0.1462538507929025,,,,,1.7763568394002505e-15,False
Hungary,lightgbm,5,1,1,21270729,31270840,31270841,438,188,294,66,43,24,0.3605442176870748,0.7988077496274217,0.8557306302689682,0.0569228806415464,0.036140089418778,0.8726492425278828,0.7438228529983323,0.5749571807464391,0.5233507224467244,0.1798222077621382,0.1689997325008438,0.1038996322809696,0.05337801064214,0.0024278299929569,0.0072150647943423,0.0461629458477977,0.2268500631468094,0.0520943343152638,0.001495981678615,0.0089452653079242,0.0431490690073395,0.050448657935657,0.007720898512122,0.0427277594235349,0.0461939824176491,0.0579946862128784,0.0045554624059017,0.0133350682099467,33,61,0.3605442176870748,target_prevalence,0.0406043576356655,0.0166596351529421,0.0239447224827234,0.0350538341652605,0.0222182233650742,0.101750232498593,0.1726519177838277,-0.0709016852852347,0.6153846153846153,0.4615384615384614,0.6666666666666666,0.25,0.4994566682721427,0.5511741781990441,4.562427614202499,4.887159345728147,0.3247317315256479,,,,,8.437694987151191e-15,False
Switzerland,logistic,5,1,1,22270729,40270840,40270841,557,240,123,83,41,78,0.934959349593496,0.8997847072713383,0.7260869565217392,-0.1736977507495991,0.0002083478019305,0.898705346840865,0.9712670348224788,0.4022406111861404,0.7407572180367691,0.1287006442320867,0.2597085383191145,0.0652582852888305,0.1149198404781911,0.0474967134481243,0.0570784222227997,0.0578414182553913,0.1511647146552853,0.0859283174905263,-0.018606567540209,0.0070984777289188,0.0788298397616074,0.0888525152594848,0.0080695740876686,0.0807829411718161,0.0825668565037797,0.0892897784772729,0.0059821706997018,0.0082147847581359,8,59,0.934959349593496,target_prevalence,0.0834554463841162,0.0616584180061736,0.0217970283779426,0.0398192233166669,0.0360443898774486,0.1941021150764432,0.2296947056776402,-0.0355925906011969,0.5897435897435896,0.4102564102564102,0.4285714285714285,0.6666666666666666,0.690327200176161,0.646468647726763,3.7903342649361536,4.257094779807306,0.4667605148711518,,,,,8.881784197001252e-16,False
Switzerland,lightgbm,5,1,1,22270729,41270840,41270841,557,240,123,83,41,78,0.934959349593496,0.8626987985276755,0.75,-0.1126987985276755,0.0156955344121119,0.8460081574964128,0.9758474811637396,0.4793110885538026,0.6452999641458065,0.1548515870807267,0.2216504998424154,0.1500876329468144,0.0428810660210637,0.0180351788041429,0.0394218734346227,0.0034591925864409,0.2969788833017798,0.0281396357434655,-0.0357578274564038,-0.0101949500207168,0.0383345857641823,0.0397324136043904,0.0239111423079684,0.015821271296422,0.0148133583893181,0.0414659130976128,-0.0494010187723831,0.0290111187309494,8,59,0.934959349593496,target_prevalence,0.0528290145529967,0.034862877355722,0.0179661371972746,0.0107126648918578,-0.0145069446108337,0.0936633199904505,0.2881094289022419,-0.1944461089117914,0.846153846153846,0.2564102564102563,1.0,0.4285714285714285,0.7868606399741248,0.8737290240150402,4.35553852020059,3.991621802617393,-0.3639167175831974,,,,,6.661338147750939e-15,False
VA Long Beach,logistic,5,1,1,23270729,50270840,50270841,504,216,200,87,44,65,0.745,0.871559633027523,0.7118041847611527,-0.1597554482663703,0.0149189745348539,0.879589483670922,0.8621866822856564,0.4788211139919852,0.6192359458792076,0.1514052071160893,0.1989538232272976,0.062999701739633,0.0299051670885337,0.0081719381301323,0.0091403447166723,0.0207648223718613,0.1459454342137392,0.0454589878564966,-0.0033298766974698,0.006748494143986,0.0387104937125105,0.0359412970479408,0.0059260136247492,0.0300152834231915,0.0648828466494676,0.0260351290635256,0.0084270258158978,0.0050699624720742,51,54,0.745,target_prevalence,0.0398906421384784,0.010604183594566,0.0292864585439123,0.0250256404578868,-0.0085216361720509,0.1277252841111223,0.2026091486376636,-0.0748838645265413,0.6666666666666665,0.4871794871794871,0.4285714285714285,0.4285714285714285,0.746104541447049,0.7347087427164894,5.131630552510503,5.045174220603767,-0.0864563319067359,,,,,2.664535259100376e-15,False
VA Long Beach,lightgbm,5,1,1,23270729,51270840,51270841,504,216,200,87,44,65,0.745,0.8597273428791906,0.6834451901565995,-0.176282152722591,0.003429649318357,0.8554224182899511,0.8244507758026174,0.5376264703805,0.7365224384601234,0.1560321752592255,0.2218439850442471,0.1064430619084196,0.0443816311526977,0.0073447035299953,0.0131462539263103,0.0312353772263874,0.2081901888930538,0.0380210356502068,-0.00178279850471,0.0191661608229728,0.018854874827234,0.024611021511293,0.0169797213523638,0.0076313001589292,0.0653884114439085,0.0106536598565052,0.0236282821915626,0.014704039454383,51,54,0.745,target_prevalence,0.0349317692931506,0.0232652461122051,0.0116665231809455,0.0214509502036664,0.0195688540454419,0.0890360770451007,0.2029931093386996,-0.1139570322935988,0.8717948717948716,0.6666666666666665,1.0,0.6666666666666666,0.4441150948493399,0.5780522771804854,5.487572155950277,5.49525019563405,0.007678039683773,,,,,1.199040866595169e-14,False
Cleveland,logistic,6,1,2,20270729,20270940,20270941,431,186,303,79,48,36,0.4587458745874587,0.8658301158301158,0.8426478329531497,-0.0231822828769661,0.009169884169884,0.8692167412591203,0.8237719453237029,0.4595423345621384,0.570988950074953,0.1402072890192726,0.172134089612278,0.0560910409380957,0.0598054457646357,0.0010333805945528,0.0173020659747397,0.0425033797898959,0.1838539430594277,0.0784965124523174,-0.0073462563027433,0.0129393714983352,0.0655571409539822,0.0790897304698111,0.0134015427331301,0.065688187736681,0.0856863148243408,0.0713067100802941,0.0185408868640497,0.0073378561326206,37,56,0.4587458745874587,target_prevalence,0.0376401994788194,0.0083188277601523,0.0293213717186671,0.0359123757542815,0.0131820080712288,0.1737952252308391,0.21863509819015,-0.0448398729593109,0.8205128205128204,0.6666666666666665,0.6666666666666666,0.6666666666666666,0.8686400873496015,0.6562392378375109,4.535253825604534,5.026289294143817,0.491035468539283,,,,,1.7763568394002505e-15,False
Cleveland,lightgbm,6,1,2,20270729,21270940,21270941,431,186,303,79,48,36,0.4587458745874587,0.8537644787644788,0.8047903140901912,-0.0489741646742876,0.0193050193050192,0.8549274738608872,0.7779303431597936,0.4911134758713725,0.5837115913678208,0.1496000688601976,0.187616241867234,0.1045742561357566,0.0541591164403403,-0.0054551502734914,0.0190901224254378,0.0350689940149024,0.2838243816457135,0.0877705428715764,-0.0093940166457734,0.028971737179726,0.0587988056918503,0.0853234419924807,0.0286212050503195,0.0567022369421611,0.0581116802169366,0.1174294055262161,0.0247232877713187,0.0332201865881334,37,56,0.4587458745874587,target_prevalence,0.0278261522824605,0.0135225091021737,0.0143036431802867,0.0246863185975946,0.0207653508346157,0.1192578226630003,0.196201496205931,-0.0769436735429307,0.9230769230769228,0.769230769230769,1.0,0.6666666666666666,0.9220194654641548,0.5616170234606793,4.31746118299724,4.078643827471267,-0.2388173555259731,,,,,1.0658141036401504e-14,False
Hungary,logistic,6,1,2,21270729,30270940,30270941,438,188,294,66,43,24,0.3605442176870748,0.8632637853949329,0.8671718185467683,0.0039080331518354,0.0228514654744163,0.902754384754082,0.8141015879097911,0.4489443483779546,0.4661786456845786,0.1386543588752731,0.1494959781571714,0.0792895054163145,0.0870666698830358,0.0176723621389236,0.0212139191492913,0.0658527507337444,0.2007122187545693,0.0948992448154878,0.0039555074837051,0.0122953109878637,0.082603933827624,0.0914555504672137,0.0139544179929469,0.0775011324742668,0.0825523406887492,0.1072461489422263,0.0182438165914549,0.0063468053842725,33,61,0.3605442176870748,target_prevalence,0.0805197904436245,0.0279706059196971,0.0525491845239274,0.0592009676288359,0.013303566209817,0.1123427068757089,0.2601627403871841,-0.1478200335114752,0.769230769230769,0.3333333333333332,0.6666666666666666,0.4285714285714285,0.2519477021243995,0.136924062747403,4.985987787969,4.582353861625903,-0.4036339263430966,,,,,1.7763568394002505e-15,True
Hungary,lightgbm,6,1,2,21270729,31270940,31270941,438,188,294,66,43,24,0.3605442176870748,0.8461251862891206,0.8329987956643918,-0.0131263906247287,0.0489319423745652,0.9015997733961904,0.7250573376423313,0.5033540164823914,0.5570640742980713,0.1576990273769808,0.1708784977360821,0.1217579793410096,0.0654299976799245,0.0323592156705311,0.0332416280798826,0.0321883696000419,0.2607610466892776,0.0393558664639699,0.0064814281729738,0.0364679653589255,0.0028879011050444,0.0332171883995919,0.0410985602680454,-0.0078813718684534,0.0173464597453463,0.0613652731825935,0.0530703422282091,0.0198655884896418,33,61,0.3605442176870748,target_prevalence,0.0450873439846259,0.037057629224487,0.0080297147601389,0.0201090421800904,0.0241586548399029,0.0701582399515287,0.2034710988878688,-0.1333128589363401,0.8717948717948716,0.4615384615384614,1.0,0.4285714285714285,0.5667331563412424,0.3482171780445313,4.993695860854528,5.1354681771975805,0.1417723163430526,,,,,9.769962616701378e-15,True
Switzerland,logistic,6,1,2,22270729,40270940,40270941,557,240,123,83,41,78,0.934959349593496,0.8795749704840614,0.808695652173913,-0.0708793183101483,0.0019445794846864,0.8771845288017427,0.9831415919172092,0.4442733844730118,0.5542194655322196,0.1384772981844687,0.1862944910171333,0.0878653369503329,0.0417705785194768,0.0118354730388327,0.0303046976925758,0.011465880826901,0.1756330647240324,0.105018497811733,0.0373735621364647,0.0183868601764502,0.0866316376352828,0.0662694967122795,0.0209021971614935,0.0453672995507859,0.1495617420662451,0.060475253557221,0.0154953980347649,0.0212783223181355,8,59,0.934959349593496,target_prevalence,0.0290636154840913,0.0180008608994073,0.011062754584684,0.0112643177057925,0.000403126242217,0.1326478598518206,0.2169838092354435,-0.0843359493836229,0.7948717948717947,0.564102564102564,1.0,0.6666666666666666,0.6928073890999149,0.8079614628725991,4.37260916067877,4.519540352607888,0.1469311919291183,,,,,1.7763568394002505e-15,False
